# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.67511312
Weighted average F-Measure	0.59572541
Weighted average true positive rate	0.68548387
Weighted average false positive rate	0.64385491
Weighted average sensitivity (recall)	0.68548387
Total number correct	85
Total number incorrect	39
Accuracy	0.68548387
Error rate	0.31451613
Error rate expected by chance	0.31451613
Improvement over error rate expected by chance	0.0
Kappa statistic	0.05399061
Mean absolute error	0.40967957
Mean prior absolute error	0.43228367
Root mean squared error	0.44927848
Root mean prior squared error	0.46433221
Relative absolute error (%)	94.77100477
Root relative squared error (%)	96.7579836
Kononenko & Bratko information score (bits)	5.65144528
Kononenko & Bratko information score (bits / instance)	0.04557617
Kononenko & Bratko relative information score (%)	626.82523794
Class complexity - order (bits)	111.39501066
Class complexity - order (bits / instance)	0.89834686
Class complexity - scheme (bits)	105.6186111
Class complexity - scheme (bits / instance)	0.85176299
Complexity improvement (bits)	5.77639956
Complexity improvement (bits / instance)	0.04658387
