# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.69333333
Weighted average F-Measure	0.8
Weighted average true positive rate	0.8
Weighted average false positive rate	0.33333333
Weighted average sensitivity (recall)	0.8
Total number correct	16
Total number incorrect	4
Accuracy	0.8
Error rate	0.2
Error rate expected by chance	0.25
Improvement over error rate expected by chance	0.05
Kappa statistic	0.46666667
Mean absolute error	0.29789372
Mean prior absolute error	0.38636364
Root mean squared error	0.40631625
Root mean prior squared error	0.43360873
Relative absolute error (%)	77.10190291
Root relative squared error (%)	93.70573632
Kononenko & Bratko information score (bits)	3.24640075
Kononenko & Bratko information score (bits / instance)	0.16232004
Kononenko & Bratko relative information score (%)	384.02994708
Class complexity - order (bits)	16.26381987
Class complexity - order (bits / instance)	0.81319099
Class complexity - scheme (bits)	16.84868179
Class complexity - scheme (bits / instance)	0.84243409
Complexity improvement (bits)	-0.58486192
Complexity improvement (bits / instance)	-0.0292431
