# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	13.0
Number instances predicted as [BRCACancer] correctly	6.0
Number instances predicted as [BRCACancer] incorrectly	7.0
Number instances predicted as [Control]	65.0
Number instances predicted as [Control] correctly	56.0
Number instances predicted as [Control] incorrectly	9.0
Proportion instances predicted as [BRCACancer]	0.16666667
Proportion instances predicted as [BRCACancer] correctly	0.46153846
Proportion instances predicted as [BRCACancer] incorrectly	0.53846154
Proportion instances predicted as [Control]	0.83333333
Proportion instances predicted as [Control] correctly	0.86153846
Proportion instances predicted as [Control] incorrectly	0.13846154
Number [BRCACancer] instances predicted correctly	6.0
Number [BRCACancer] instances predicted incorrectly	9.0
Number [Control] instances predicted correctly	56.0
Number [Control] instances predicted incorrectly	7.0
Proportion [BRCACancer] instances predicted correctly	0.4
Proportion [BRCACancer] instances predicted incorrectly	0.6
Proportion [Control] instances predicted correctly	0.88888889
Proportion [Control] instances predicted incorrectly	0.11111111
