# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.67164404
Weighted average F-Measure	0.63253648
Weighted average true positive rate	0.67741935
Weighted average false positive rate	0.5781735
Weighted average sensitivity (recall)	0.67741935
Total number correct	84
Total number incorrect	40
Accuracy	0.67741935
Error rate	0.32258065
Error rate expected by chance	0.31451613
Improvement over error rate expected by chance	-0.00806452
Kappa statistic	0.11712353
Mean absolute error	0.40302501
Mean prior absolute error	0.43228367
Root mean squared error	0.44974502
Root mean prior squared error	0.46433221
Relative absolute error (%)	93.23160635
Root relative squared error (%)	96.85845744
Kononenko & Bratko information score (bits)	7.01290494
Kononenko & Bratko information score (bits / instance)	0.05655568
Kononenko & Bratko relative information score (%)	777.83037532
Class complexity - order (bits)	111.39501066
Class complexity - order (bits / instance)	0.89834686
Class complexity - scheme (bits)	105.79501251
Class complexity - scheme (bits / instance)	0.85318558
Complexity improvement (bits)	5.59999815
Complexity improvement (bits / instance)	0.04516128
