# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	39.0
Number instances predicted as [BRCACancer] correctly	17.0
Number instances predicted as [BRCACancer] incorrectly	22.0
Number instances predicted as [Control]	44.0
Number instances predicted as [Control] correctly	22.0
Number instances predicted as [Control] incorrectly	22.0
Proportion instances predicted as [BRCACancer]	0.46987952
Proportion instances predicted as [BRCACancer] correctly	0.43589744
Proportion instances predicted as [BRCACancer] incorrectly	0.56410256
Proportion instances predicted as [Control]	0.53012048
Proportion instances predicted as [Control] correctly	0.5
Proportion instances predicted as [Control] incorrectly	0.5
Number [BRCACancer] instances predicted correctly	17.0
Number [BRCACancer] instances predicted incorrectly	22.0
Number [Control] instances predicted correctly	22.0
Number [Control] instances predicted incorrectly	22.0
Proportion [BRCACancer] instances predicted correctly	0.43589744
Proportion [BRCACancer] instances predicted incorrectly	0.56410256
Proportion [Control] instances predicted correctly	0.5
Proportion [Control] instances predicted incorrectly	0.5
