# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.77333333
Weighted average F-Measure	0.9
Weighted average true positive rate	0.9
Weighted average false positive rate	0.16666667
Weighted average sensitivity (recall)	0.9
Total number correct	18
Total number incorrect	2
Accuracy	0.9
Error rate	0.1
Error rate expected by chance	0.25
Improvement over error rate expected by chance	0.15
Kappa statistic	0.73333333
Mean absolute error	0.25472894
Mean prior absolute error	0.38636364
Root mean squared error	0.34658896
Root mean prior squared error	0.43360873
Relative absolute error (%)	65.92984388
Root relative squared error (%)	79.9312701
Kononenko & Bratko information score (bits)	5.87402325
Kononenko & Bratko information score (bits / instance)	0.29370116
Kononenko & Bratko relative information score (%)	694.8620971
Class complexity - order (bits)	16.26381987
Class complexity - order (bits / instance)	0.81319099
Class complexity - scheme (bits)	12.18787761
Class complexity - scheme (bits / instance)	0.60939388
Complexity improvement (bits)	4.07594226
Complexity improvement (bits / instance)	0.20379711
