# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.71969697
Weighted average F-Measure	0.6509069
Weighted average true positive rate	0.65060241
Weighted average false positive rate	0.34757211
Weighted average sensitivity (recall)	0.65060241
Total number correct	55
Total number incorrect	28
Accuracy	0.6626506
Error rate	0.3373494
Error rate expected by chance	0.46987952
Improvement over error rate expected by chance	0.13253012
Kappa statistic	0.30171163
Mean absolute error	0.43576952
Mean prior absolute error	0.49822821
Root mean squared error	0.4644769
Root mean prior squared error	0.49909244
Relative absolute error (%)	87.46383995
Root relative squared error (%)	93.0643028
Kononenko & Bratko information score (bits)	12.47138086
Kononenko & Bratko information score (bits / instance)	0.1502576
Kononenko & Bratko relative information score (%)	1250.26055411
Class complexity - order (bits)	82.78271576
Class complexity - order (bits / instance)	0.99738212
Class complexity - scheme (bits)	74.82475429
Class complexity - scheme (bits / instance)	0.90150306
Complexity improvement (bits)	7.95796147
Complexity improvement (bits / instance)	0.09587905
