# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.73611111
Weighted average F-Measure	0.66666667
Weighted average true positive rate	0.66666667
Weighted average false positive rate	0.41666667
Weighted average sensitivity (recall)	0.66666667
Total number correct	12
Total number incorrect	6
Accuracy	0.66666667
Error rate	0.33333333
Error rate expected by chance	0.33333333
Improvement over error rate expected by chance	0.0
Kappa statistic	0.25
Mean absolute error	0.33816001
Mean prior absolute error	0.45
Root mean squared error	0.45094934
Root mean prior squared error	0.47169906
Relative absolute error (%)	75.14666899
Root relative squared error (%)	95.60106789
Kononenko & Bratko information score (bits)	3.83655305
Kononenko & Bratko information score (bits / instance)	0.21314184
Kononenko & Bratko relative information score (%)	410.73592337
Class complexity - order (bits)	16.54529956
Class complexity - order (bits / instance)	0.91918331
Class complexity - scheme (bits)	16.48070124
Class complexity - scheme (bits / instance)	0.91559451
Complexity improvement (bits)	0.06459831
Complexity improvement (bits / instance)	0.0035888
