Feature	Mean Rank
6875	1.0
6882	2.0
5440	3.0
5431	4.0
6749	5.0
2071	6.0
2957	7.0
6921	8.0
2962	9.0
5434	10.0
5435	11.0
4331	12.0
6917	13.0
6881	14.0
904	15.0
5430	16.0
6874	17.0
5432	18.0
5441	19.0
5439	20.0
4686	21.0
8732	22.0
2963	23.0
5433	24.0
6884	25.0
8178	26.0
2965	27.0
8731	28.0
6827	29.0
5437	30.0
902	31.0
2958	32.0
2967	33.0
6908	34.0
1025	35.0
2068	36.0
25920	37.0
6877	38.0
22916	39.0
7469	40.0
6923	41.0
51497	42.0
6880	43.0
11198	44.0
5436	45.0
1022	46.0
6924	47.0
6878	48.0
2968	49.0
7936	50.0
6872	51.0
5438	52.0
6883	53.0
2959	54.0
9150	55.0
6829	56.0
2960	57.0
2961	58.0
