# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.88888889
Weighted average F-Measure	0.82909091
Weighted average true positive rate	0.83333333
Weighted average false positive rate	0.25
Weighted average sensitivity (recall)	0.83333333
Total number correct	15
Total number incorrect	3
Accuracy	0.83333333
Error rate	0.16666667
Error rate expected by chance	0.33333333
Improvement over error rate expected by chance	0.16666667
Kappa statistic	0.60869565
Mean absolute error	0.29416238
Mean prior absolute error	0.45
Root mean squared error	0.36355234
Root mean prior squared error	0.47169906
Relative absolute error (%)	65.36941775
Root relative squared error (%)	77.07294225
Kononenko & Bratko information score (bits)	6.24989212
Kononenko & Bratko information score (bits / instance)	0.34721623
Kononenko & Bratko relative information score (%)	669.10457815
Class complexity - order (bits)	16.54529956
Class complexity - order (bits / instance)	0.91918331
Class complexity - scheme (bits)	10.72512688
Class complexity - scheme (bits / instance)	0.59584038
Complexity improvement (bits)	5.82017268
Complexity improvement (bits / instance)	0.32334293
