# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.45291005
Weighted average F-Measure	0.57264957
Weighted average true positive rate	0.52564103
Weighted average false positive rate	0.67167277
Weighted average sensitivity (recall)	0.52564103
Total number correct	42
Total number incorrect	36
Accuracy	0.53846154
Error rate	0.46153846
Error rate expected by chance	0.19230769
Improvement over error rate expected by chance	-0.26923077
Kappa statistic	-0.10574713
Mean absolute error	0.48516238
Mean prior absolute error	0.31538462
Root mean squared error	0.49437828
Root mean prior squared error	0.39418855
Relative absolute error (%)	153.83197411
Root relative squared error (%)	125.41670027
Kononenko & Bratko information score (bits)	-58.57726214
Kononenko & Bratko information score (bits / instance)	-0.75099054
Kononenko & Bratko relative information score (%)	-8114.00228777
Class complexity - order (bits)	55.1103914
Class complexity - order (bits / instance)	0.70654348
Class complexity - scheme (bits)	76.65479455
Class complexity - scheme (bits / instance)	0.98275378
Complexity improvement (bits)	-21.54440315
Complexity improvement (bits / instance)	-0.2762103
