# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.51388889
Weighted average F-Measure	0.48727273
Weighted average true positive rate	0.5
Weighted average false positive rate	0.66666667
Weighted average sensitivity (recall)	0.5
Total number correct	9
Total number incorrect	9
Accuracy	0.5
Error rate	0.5
Error rate expected by chance	0.33333333
Improvement over error rate expected by chance	-0.16666667
Kappa statistic	-0.17391304
Mean absolute error	0.45529141
Mean prior absolute error	0.45
Root mean squared error	0.54056893
Root mean prior squared error	0.47169906
Relative absolute error (%)	101.17586936
Root relative squared error (%)	114.60038446
Kononenko & Bratko information score (bits)	-0.93141102
Kononenko & Bratko information score (bits / instance)	-0.05174506
Kononenko & Bratko relative information score (%)	-99.71554105
Class complexity - order (bits)	16.54529956
Class complexity - order (bits / instance)	0.91918331
Class complexity - scheme (bits)	20.76400604
Class complexity - scheme (bits / instance)	1.15355589
Complexity improvement (bits)	-4.21870649
Complexity improvement (bits / instance)	-0.23437258
