# Measures of classification performance across all classes (dependent variables). The weighted average metrics were weighted by the class distribution. Cross-validation assignments were stratified by class, where possible.
Metric	Result
Weighted average AUC	0.46666667
Weighted average F-Measure	0.5625
Weighted average true positive rate	0.6
Weighted average false positive rate	0.8
Weighted average sensitivity (recall)	0.6
Total number correct	12
Total number incorrect	8
Accuracy	0.6
Error rate	0.4
Error rate expected by chance	0.25
Improvement over error rate expected by chance	-0.15
Kappa statistic	-0.23076923
Mean absolute error	0.40966896
Mean prior absolute error	0.38636364
Root mean squared error	0.48782068
Root mean prior squared error	0.43360873
Relative absolute error (%)	106.03196593
Root relative squared error (%)	112.50250474
Kononenko & Bratko information score (bits)	-2.87510825
Kononenko & Bratko information score (bits / instance)	-0.14375541
Kononenko & Bratko relative information score (%)	-340.10824648
Class complexity - order (bits)	16.26381987
Class complexity - order (bits / instance)	0.81319099
Class complexity - scheme (bits)	19.25880008
Class complexity - scheme (bits / instance)	0.96294
Complexity improvement (bits)	-2.99498021
Complexity improvement (bits / instance)	-0.14974901
