# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	33.0
Number instances predicted as [BRCACancer] correctly	17.0
Number instances predicted as [BRCACancer] incorrectly	16.0
Number instances predicted as [Control]	91.0
Number instances predicted as [Control] correctly	69.0
Number instances predicted as [Control] incorrectly	22.0
Proportion instances predicted as [BRCACancer]	0.26612903
Proportion instances predicted as [BRCACancer] correctly	0.51515152
Proportion instances predicted as [BRCACancer] incorrectly	0.48484848
Proportion instances predicted as [Control]	0.73387097
Proportion instances predicted as [Control] correctly	0.75824176
Proportion instances predicted as [Control] incorrectly	0.24175824
Number [BRCACancer] instances predicted correctly	17.0
Number [BRCACancer] instances predicted incorrectly	22.0
Number [Control] instances predicted correctly	69.0
Number [Control] instances predicted incorrectly	16.0
Proportion [BRCACancer] instances predicted correctly	0.43589744
Proportion [BRCACancer] instances predicted incorrectly	0.56410256
Proportion [Control] instances predicted correctly	0.81176471
Proportion [Control] instances predicted incorrectly	0.18823529
