# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	46.0
Number instances predicted as [BRCACancer] correctly	9.0
Number instances predicted as [BRCACancer] incorrectly	37.0
Number instances predicted as [Control]	31.0
Number instances predicted as [Control] correctly	27.0
Number instances predicted as [Control] incorrectly	4.0
Proportion instances predicted as [BRCACancer]	0.5974026
Proportion instances predicted as [BRCACancer] correctly	0.19565217
Proportion instances predicted as [BRCACancer] incorrectly	0.80434783
Proportion instances predicted as [Control]	0.4025974
Proportion instances predicted as [Control] correctly	0.87096774
Proportion instances predicted as [Control] incorrectly	0.12903226
Number [BRCACancer] instances predicted correctly	9.0
Number [BRCACancer] instances predicted incorrectly	4.0
Number [Control] instances predicted correctly	27.0
Number [Control] instances predicted incorrectly	37.0
Proportion [BRCACancer] instances predicted correctly	0.69230769
Proportion [BRCACancer] instances predicted incorrectly	0.30769231
Proportion [Control] instances predicted correctly	0.421875
Proportion [Control] instances predicted incorrectly	0.578125
