# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	43.0
Number instances predicted as [BRCACancer] correctly	10.0
Number instances predicted as [BRCACancer] incorrectly	33.0
Number instances predicted as [Control]	35.0
Number instances predicted as [Control] correctly	30.0
Number instances predicted as [Control] incorrectly	5.0
Proportion instances predicted as [BRCACancer]	0.55128205
Proportion instances predicted as [BRCACancer] correctly	0.23255814
Proportion instances predicted as [BRCACancer] incorrectly	0.76744186
Proportion instances predicted as [Control]	0.44871795
Proportion instances predicted as [Control] correctly	0.85714286
Proportion instances predicted as [Control] incorrectly	0.14285714
Number [BRCACancer] instances predicted correctly	10.0
Number [BRCACancer] instances predicted incorrectly	5.0
Number [Control] instances predicted correctly	30.0
Number [Control] instances predicted incorrectly	33.0
Proportion [BRCACancer] instances predicted correctly	0.66666667
Proportion [BRCACancer] instances predicted incorrectly	0.33333333
Proportion [Control] instances predicted correctly	0.47619048
Proportion [Control] instances predicted incorrectly	0.52380952
