# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	20.0
Number instances predicted as [BRCACancer] correctly	3.0
Number instances predicted as [BRCACancer] incorrectly	17.0
Number instances predicted as [Control]	58.0
Number instances predicted as [Control] correctly	46.0
Number instances predicted as [Control] incorrectly	12.0
Proportion instances predicted as [BRCACancer]	0.25641026
Proportion instances predicted as [BRCACancer] correctly	0.15
Proportion instances predicted as [BRCACancer] incorrectly	0.85
Proportion instances predicted as [Control]	0.74358974
Proportion instances predicted as [Control] correctly	0.79310345
Proportion instances predicted as [Control] incorrectly	0.20689655
Number [BRCACancer] instances predicted correctly	3.0
Number [BRCACancer] instances predicted incorrectly	12.0
Number [Control] instances predicted correctly	46.0
Number [Control] instances predicted incorrectly	17.0
Proportion [BRCACancer] instances predicted correctly	0.2
Proportion [BRCACancer] instances predicted incorrectly	0.8
Proportion [Control] instances predicted correctly	0.73015873
Proportion [Control] instances predicted incorrectly	0.26984127
