# Measures of classification performance for each class (dependent variable).
Metric	Result
Number instances predicted as [BRCACancer]	27.0
Number instances predicted as [BRCACancer] correctly	6.0
Number instances predicted as [BRCACancer] incorrectly	21.0
Number instances predicted as [Control]	50.0
Number instances predicted as [Control] correctly	43.0
Number instances predicted as [Control] incorrectly	7.0
Proportion instances predicted as [BRCACancer]	0.35064935
Proportion instances predicted as [BRCACancer] correctly	0.22222222
Proportion instances predicted as [BRCACancer] incorrectly	0.77777778
Proportion instances predicted as [Control]	0.64935065
Proportion instances predicted as [Control] correctly	0.86
Proportion instances predicted as [Control] incorrectly	0.14
Number [BRCACancer] instances predicted correctly	6.0
Number [BRCACancer] instances predicted incorrectly	7.0
Number [Control] instances predicted correctly	43.0
Number [Control] instances predicted incorrectly	21.0
Proportion [BRCACancer] instances predicted correctly	0.46153846
Proportion [BRCACancer] instances predicted incorrectly	0.53846154
Proportion [Control] instances predicted correctly	0.671875
Proportion [Control] instances predicted incorrectly	0.328125
